
All logs will be saved to trained_model/NFM/last-fm/nfm_embed-dim64_64-32-16_lr0.0001_pretrain1/log0.log
2022-06-06 17:21:19,698 - root - INFO - Namespace(Ks='[20, 40, 60, 80, 100]', data_dir='datasets/', data_name='last-fm', embed_dim=64, evaluate_every=10, hidden_dim_list='[64, 32, 16]', l2loss_lambda=1e-05, lr=0.0001, mess_dropout='[0.1, 0.1, 0.1]', model_type='nfm', n_epoch=10, pretrain_embedding_dir='datasets/pretrain/', pretrain_model_path='trained_model/model.pth', print_every=1, save_dir='trained_model/NFM/last-fm/nfm_embed-dim64_64-32-16_lr0.0001_pretrain1/', seed=2019, stopping_steps=10, test_batch_size=50, test_cores=32, train_batch_size=1024, use_pretrain=1)
2022-06-06 17:21:24,799 - root - INFO - n_users:              23566
2022-06-06 17:21:24,800 - root - INFO - n_items:              48123
2022-06-06 17:21:24,800 - root - INFO - n_entities:           106389
2022-06-06 17:21:24,800 - root - INFO - n_users_entities:     129955
2022-06-06 17:21:24,800 - root - INFO - n_cf_train:           1289003
2022-06-06 17:21:24,800 - root - INFO - n_cf_test:            423635
2022-06-06 17:21:24,800 - root - INFO - shape of user_matrix: (23566, 23566)
2022-06-06 17:21:24,800 - root - INFO - shape of feat_matrix: (48123, 106389)
2022-06-06 17:21:24,834 - root - INFO - NFM(
  (linear): Linear(in_features=129955, out_features=1, bias=True)
  (hidden_layers): ModuleList(
    (0): HiddenLayer(
      (linear): Linear(in_features=64, out_features=64, bias=True)
      (activation): ReLU()
      (message_dropout): Dropout(p=0.1, inplace=False)
    )
    (1): HiddenLayer(
      (linear): Linear(in_features=64, out_features=32, bias=True)
      (activation): ReLU()
      (message_dropout): Dropout(p=0.1, inplace=False)
    )
    (2): HiddenLayer(
      (linear): Linear(in_features=32, out_features=16, bias=True)
      (activation): ReLU()
      (message_dropout): Dropout(p=0.1, inplace=False)
    )
  )
  (h): Linear(in_features=16, out_features=1, bias=False)
)
C:\Users\nicol\Anaconda3\envs\kgat-pytorch\lib\site-packages\torch\nn\functional.py:1806: UserWarning: nn.functional.sigmoid is deprecated. Use torch.sigmoid instead.
  warnings.warn("nn.functional.sigmoid is deprecated. Use torch.sigmoid instead.")
2022-06-06 17:21:25,076 - root - INFO - CF Training: Epoch 0001 Iter 0001 / 1259 | Time 0.2s | Iter Loss 0.6808 | Iter Mean Loss 0.6808
2022-06-06 17:21:25,319 - root - INFO - CF Training: Epoch 0001 Iter 0002 / 1259 | Time 0.2s | Iter Loss 0.6806 | Iter Mean Loss 0.6807
2022-06-06 17:21:25,554 - root - INFO - CF Training: Epoch 0001 Iter 0003 / 1259 | Time 0.2s | Iter Loss 0.6799 | Iter Mean Loss 0.6804
2022-06-06 17:21:25,804 - root - INFO - CF Training: Epoch 0001 Iter 0004 / 1259 | Time 0.2s | Iter Loss 0.6782 | Iter Mean Loss 0.6799
2022-06-06 17:21:26,038 - root - INFO - CF Training: Epoch 0001 Iter 0005 / 1259 | Time 0.2s | Iter Loss 0.6762 | Iter Mean Loss 0.6791
2022-06-06 17:21:26,297 - root - INFO - CF Training: Epoch 0001 Iter 0006 / 1259 | Time 0.3s | Iter Loss 0.6781 | Iter Mean Loss 0.6790
2022-06-06 17:21:26,542 - root - INFO - CF Training: Epoch 0001 Iter 0007 / 1259 | Time 0.2s | Iter Loss 0.6740 | Iter Mean Loss 0.6783
2022-06-06 17:21:26,779 - root - INFO - CF Training: Epoch 0001 Iter 0008 / 1259 | Time 0.2s | Iter Loss 0.6755 | Iter Mean Loss 0.6779
2022-06-06 17:21:27,011 - root - INFO - CF Training: Epoch 0001 Iter 0009 / 1259 | Time 0.2s | Iter Loss 0.6742 | Iter Mean Loss 0.6775
2022-06-06 17:21:27,260 - root - INFO - CF Training: Epoch 0001 Iter 0010 / 1259 | Time 0.2s | Iter Loss 0.6730 | Iter Mean Loss 0.6770
2022-06-06 17:21:27,510 - root - INFO - CF Training: Epoch 0001 Iter 0011 / 1259 | Time 0.2s | Iter Loss 0.6722 | Iter Mean Loss 0.6766
2022-06-06 17:21:27,754 - root - INFO - CF Training: Epoch 0001 Iter 0012 / 1259 | Time 0.2s | Iter Loss 0.6712 | Iter Mean Loss 0.6762
2022-06-06 17:21:28,004 - root - INFO - CF Training: Epoch 0001 Iter 0013 / 1259 | Time 0.2s | Iter Loss 0.6718 | Iter Mean Loss 0.6758
2022-06-06 17:21:28,259 - root - INFO - CF Training: Epoch 0001 Iter 0014 / 1259 | Time 0.3s | Iter Loss 0.6726 | Iter Mean Loss 0.6756
2022-06-06 17:21:28,494 - root - INFO - CF Training: Epoch 0001 Iter 0015 / 1259 | Time 0.2s | Iter Loss 0.6702 | Iter Mean Loss 0.6752
2022-06-06 17:21:28,729 - root - INFO - CF Training: Epoch 0001 Iter 0016 / 1259 | Time 0.2s | Iter Loss 0.6698 | Iter Mean Loss 0.6749
2022-06-06 17:21:28,959 - root - INFO - CF Training: Epoch 0001 Iter 0017 / 1259 | Time 0.2s | Iter Loss 0.6701 | Iter Mean Loss 0.6746
2022-06-06 17:21:29,204 - root - INFO - CF Training: Epoch 0001 Iter 0018 / 1259 | Time 0.2s | Iter Loss 0.6696 | Iter Mean Loss 0.6743
2022-06-06 17:21:29,470 - root - INFO - CF Training: Epoch 0001 Iter 0019 / 1259 | Time 0.3s | Iter Loss 0.6685 | Iter Mean Loss 0.6740
2022-06-06 17:21:29,698 - root - INFO - CF Training: Epoch 0001 Iter 0020 / 1259 | Time 0.2s | Iter Loss 0.6645 | Iter Mean Loss 0.6736
2022-06-06 17:21:29,954 - root - INFO - CF Training: Epoch 0001 Iter 0021 / 1259 | Time 0.3s | Iter Loss 0.6664 | Iter Mean Loss 0.6732
2022-06-06 17:21:30,202 - root - INFO - CF Training: Epoch 0001 Iter 0022 / 1259 | Time 0.2s | Iter Loss 0.6641 | Iter Mean Loss 0.6728
2022-06-06 17:21:30,454 - root - INFO - CF Training: Epoch 0001 Iter 0023 / 1259 | Time 0.3s | Iter Loss 0.6648 | Iter Mean Loss 0.6725
2022-06-06 17:21:30,680 - root - INFO - CF Training: Epoch 0001 Iter 0024 / 1259 | Time 0.2s | Iter Loss 0.6629 | Iter Mean Loss 0.6721
2022-06-06 17:21:30,882 - root - INFO - CF Training: Epoch 0001 Iter 0025 / 1259 | Time 0.2s | Iter Loss 0.6619 | Iter Mean Loss 0.6716
2022-06-06 17:21:31,098 - root - INFO - CF Training: Epoch 0001 Iter 0026 / 1259 | Time 0.2s | Iter Loss 0.6632 | Iter Mean Loss 0.6713
2022-06-06 17:21:31,313 - root - INFO - CF Training: Epoch 0001 Iter 0027 / 1259 | Time 0.2s | Iter Loss 0.6596 | Iter Mean Loss 0.6709
2022-06-06 17:21:31,527 - root - INFO - CF Training: Epoch 0001 Iter 0028 / 1259 | Time 0.2s | Iter Loss 0.6584 | Iter Mean Loss 0.6704
2022-06-06 17:21:31,782 - root - INFO - CF Training: Epoch 0001 Iter 0029 / 1259 | Time 0.3s | Iter Loss 0.6582 | Iter Mean Loss 0.6700
2022-06-06 17:21:32,024 - root - INFO - CF Training: Epoch 0001 Iter 0030 / 1259 | Time 0.2s | Iter Loss 0.6591 | Iter Mean Loss 0.6697
2022-06-06 17:21:32,278 - root - INFO - CF Training: Epoch 0001 Iter 0031 / 1259 | Time 0.3s | Iter Loss 0.6594 | Iter Mean Loss 0.6693
2022-06-06 17:21:32,534 - root - INFO - CF Training: Epoch 0001 Iter 0032 / 1259 | Time 0.3s | Iter Loss 0.6553 | Iter Mean Loss 0.6689
2022-06-06 17:21:32,788 - root - INFO - CF Training: Epoch 0001 Iter 0033 / 1259 | Time 0.3s | Iter Loss 0.6592 | Iter Mean Loss 0.6686
2022-06-06 17:21:33,015 - root - INFO - CF Training: Epoch 0001 Iter 0034 / 1259 | Time 0.2s | Iter Loss 0.6551 | Iter Mean Loss 0.6682
2022-06-06 17:21:33,249 - root - INFO - CF Training: Epoch 0001 Iter 0035 / 1259 | Time 0.2s | Iter Loss 0.6561 | Iter Mean Loss 0.6679
2022-06-06 17:21:33,480 - root - INFO - CF Training: Epoch 0001 Iter 0036 / 1259 | Time 0.2s | Iter Loss 0.6566 | Iter Mean Loss 0.6675
2022-06-06 17:21:33,729 - root - INFO - CF Training: Epoch 0001 Iter 0037 / 1259 | Time 0.2s | Iter Loss 0.6533 | Iter Mean Loss 0.6672
2022-06-06 17:21:33,982 - root - INFO - CF Training: Epoch 0001 Iter 0038 / 1259 | Time 0.3s | Iter Loss 0.6507 | Iter Mean Loss 0.6667
2022-06-06 17:21:34,229 - root - INFO - CF Training: Epoch 0001 Iter 0039 / 1259 | Time 0.2s | Iter Loss 0.6519 | Iter Mean Loss 0.6663
2022-06-06 17:21:34,491 - root - INFO - CF Training: Epoch 0001 Iter 0040 / 1259 | Time 0.3s | Iter Loss 0.6497 | Iter Mean Loss 0.6659
2022-06-06 17:21:34,760 - root - INFO - CF Training: Epoch 0001 Iter 0041 / 1259 | Time 0.3s | Iter Loss 0.6470 | Iter Mean Loss 0.6655
2022-06-06 17:21:35,037 - root - INFO - CF Training: Epoch 0001 Iter 0042 / 1259 | Time 0.3s | Iter Loss 0.6469 | Iter Mean Loss 0.6650
2022-06-06 17:21:35,295 - root - INFO - CF Training: Epoch 0001 Iter 0043 / 1259 | Time 0.3s | Iter Loss 0.6466 | Iter Mean Loss 0.6646
2022-06-06 17:21:35,526 - root - INFO - CF Training: Epoch 0001 Iter 0044 / 1259 | Time 0.2s | Iter Loss 0.6465 | Iter Mean Loss 0.6642
2022-06-06 17:21:35,746 - root - INFO - CF Training: Epoch 0001 Iter 0045 / 1259 | Time 0.2s | Iter Loss 0.6460 | Iter Mean Loss 0.6638
2022-06-06 17:21:35,955 - root - INFO - CF Training: Epoch 0001 Iter 0046 / 1259 | Time 0.2s | Iter Loss 0.6443 | Iter Mean Loss 0.6634
2022-06-06 17:21:36,186 - root - INFO - CF Training: Epoch 0001 Iter 0047 / 1259 | Time 0.2s | Iter Loss 0.6434 | Iter Mean Loss 0.6629
2022-06-06 17:21:36,424 - root - INFO - CF Training: Epoch 0001 Iter 0048 / 1259 | Time 0.2s | Iter Loss 0.6434 | Iter Mean Loss 0.6625
2022-06-06 17:21:36,648 - root - INFO - CF Training: Epoch 0001 Iter 0049 / 1259 | Time 0.2s | Iter Loss 0.6418 | Iter Mean Loss 0.6621
2022-06-06 17:21:36,894 - root - INFO - CF Training: Epoch 0001 Iter 0050 / 1259 | Time 0.2s | Iter Loss 0.6376 | Iter Mean Loss 0.6616
2022-06-06 17:21:37,137 - root - INFO - CF Training: Epoch 0001 Iter 0051 / 1259 | Time 0.2s | Iter Loss 0.6408 | Iter Mean Loss 0.6612
2022-06-06 17:21:37,386 - root - INFO - CF Training: Epoch 0001 Iter 0052 / 1259 | Time 0.2s | Iter Loss 0.6381 | Iter Mean Loss 0.6608
2022-06-06 17:21:37,635 - root - INFO - CF Training: Epoch 0001 Iter 0053 / 1259 | Time 0.2s | Iter Loss 0.6407 | Iter Mean Loss 0.6604
2022-06-06 17:21:37,911 - root - INFO - CF Training: Epoch 0001 Iter 0054 / 1259 | Time 0.3s | Iter Loss 0.6406 | Iter Mean Loss 0.6600
2022-06-06 17:21:38,175 - root - INFO - CF Training: Epoch 0001 Iter 0055 / 1259 | Time 0.3s | Iter Loss 0.6350 | Iter Mean Loss 0.6596
2022-06-06 17:21:38,436 - root - INFO - CF Training: Epoch 0001 Iter 0056 / 1259 | Time 0.3s | Iter Loss 0.6353 | Iter Mean Loss 0.6591
2022-06-06 17:21:38,697 - root - INFO - CF Training: Epoch 0001 Iter 0057 / 1259 | Time 0.3s | Iter Loss 0.6372 | Iter Mean Loss 0.6587
2022-06-06 17:21:38,957 - root - INFO - CF Training: Epoch 0001 Iter 0058 / 1259 | Time 0.3s | Iter Loss 0.6324 | Iter Mean Loss 0.6583
2022-06-06 17:21:39,204 - root - INFO - CF Training: Epoch 0001 Iter 0059 / 1259 | Time 0.2s | Iter Loss 0.6340 | Iter Mean Loss 0.6579
2022-06-06 17:21:39,449 - root - INFO - CF Training: Epoch 0001 Iter 0060 / 1259 | Time 0.2s | Iter Loss 0.6302 | Iter Mean Loss 0.6574
2022-06-06 17:21:39,688 - root - INFO - CF Training: Epoch 0001 Iter 0061 / 1259 | Time 0.2s | Iter Loss 0.6291 | Iter Mean Loss 0.6569
2022-06-06 17:21:39,938 - root - INFO - CF Training: Epoch 0001 Iter 0062 / 1259 | Time 0.2s | Iter Loss 0.6293 | Iter Mean Loss 0.6565
2022-06-06 17:21:40,173 - root - INFO - CF Training: Epoch 0001 Iter 0063 / 1259 | Time 0.2s | Iter Loss 0.6271 | Iter Mean Loss 0.6560
2022-06-06 17:21:40,401 - root - INFO - CF Training: Epoch 0001 Iter 0064 / 1259 | Time 0.2s | Iter Loss 0.6271 | Iter Mean Loss 0.6556
2022-06-06 17:21:40,617 - root - INFO - CF Training: Epoch 0001 Iter 0065 / 1259 | Time 0.2s | Iter Loss 0.6270 | Iter Mean Loss 0.6551
2022-06-06 17:21:40,832 - root - INFO - CF Training: Epoch 0001 Iter 0066 / 1259 | Time 0.2s | Iter Loss 0.6221 | Iter Mean Loss 0.6546
2022-06-06 17:21:41,077 - root - INFO - CF Training: Epoch 0001 Iter 0067 / 1259 | Time 0.2s | Iter Loss 0.6240 | Iter Mean Loss 0.6542
2022-06-06 17:21:41,306 - root - INFO - CF Training: Epoch 0001 Iter 0068 / 1259 | Time 0.2s | Iter Loss 0.6217 | Iter Mean Loss 0.6537
2022-06-06 17:21:41,628 - root - INFO - CF Training: Epoch 0001 Iter 0069 / 1259 | Time 0.3s | Iter Loss 0.6216 | Iter Mean Loss 0.6532
2022-06-06 17:21:42,444 - root - INFO - CF Training: Epoch 0001 Iter 0070 / 1259 | Time 0.8s | Iter Loss 0.6209 | Iter Mean Loss 0.6528
2022-06-06 17:21:42,967 - root - INFO - CF Training: Epoch 0001 Iter 0071 / 1259 | Time 0.5s | Iter Loss 0.6188 | Iter Mean Loss 0.6523
2022-06-06 17:21:43,606 - root - INFO - CF Training: Epoch 0001 Iter 0072 / 1259 | Time 0.6s | Iter Loss 0.6155 | Iter Mean Loss 0.6518
2022-06-06 17:21:44,915 - root - INFO - CF Training: Epoch 0001 Iter 0073 / 1259 | Time 1.3s | Iter Loss 0.6144 | Iter Mean Loss 0.6513
2022-06-06 17:21:46,136 - root - INFO - CF Training: Epoch 0001 Iter 0074 / 1259 | Time 1.2s | Iter Loss 0.6124 | Iter Mean Loss 0.6508
2022-06-06 17:21:46,899 - root - INFO - CF Training: Epoch 0001 Iter 0075 / 1259 | Time 0.8s | Iter Loss 0.6167 | Iter Mean Loss 0.6503
2022-06-06 17:21:47,654 - root - INFO - CF Training: Epoch 0001 Iter 0076 / 1259 | Time 0.7s | Iter Loss 0.6116 | Iter Mean Loss 0.6498
2022-06-06 17:21:48,464 - root - INFO - CF Training: Epoch 0001 Iter 0077 / 1259 | Time 0.8s | Iter Loss 0.6151 | Iter Mean Loss 0.6493
2022-06-06 17:21:49,507 - root - INFO - CF Training: Epoch 0001 Iter 0078 / 1259 | Time 1.0s | Iter Loss 0.6097 | Iter Mean Loss 0.6488
2022-06-06 17:21:50,484 - root - INFO - CF Training: Epoch 0001 Iter 0079 / 1259 | Time 1.0s | Iter Loss 0.6092 | Iter Mean Loss 0.6483
2022-06-06 17:21:51,872 - root - INFO - CF Training: Epoch 0001 Iter 0080 / 1259 | Time 1.4s | Iter Loss 0.6055 | Iter Mean Loss 0.6478
2022-06-06 17:21:53,928 - root - INFO - CF Training: Epoch 0001 Iter 0081 / 1259 | Time 2.0s | Iter Loss 0.6082 | Iter Mean Loss 0.6473
2022-06-06 17:22:00,936 - root - INFO - CF Training: Epoch 0001 Iter 0082 / 1259 | Time 6.9s | Iter Loss 0.6066 | Iter Mean Loss 0.6468
2022-06-06 17:22:13,373 - root - INFO - CF Training: Epoch 0001 Iter 0083 / 1259 | Time 12.3s | Iter Loss 0.6047 | Iter Mean Loss 0.6463
2022-06-06 17:22:26,210 - root - INFO - CF Training: Epoch 0001 Iter 0084 / 1259 | Time 12.6s | Iter Loss 0.6024 | Iter Mean Loss 0.6458
2022-06-06 17:22:42,303 - root - INFO - CF Training: Epoch 0001 Iter 0085 / 1259 | Time 15.9s | Iter Loss 0.6038 | Iter Mean Loss 0.6453
2022-06-06 17:23:01,986 - root - INFO - CF Training: Epoch 0001 Iter 0086 / 1259 | Time 19.4s | Iter Loss 0.6010 | Iter Mean Loss 0.6448
